ITEM: TIMESTEP
0
ITEM: NUMBER OF CELLS
8080
ITEM: BOX BOUNDS oo oo pp
-0.1 0.1
-0.1 0.1
-0.5 0.5
ITEM: CELLS id f_1[1] f_1[2] f_1[3] f_1[4] f_1[5] f_1[6] f_1[7] f_1[8] 
1 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 0 0 0 
5 0 0 0 0 0 0 0 0 
7 0 0 0 0 0 0 0 0 
9 0 0 0 0 0 0 0 0 
11 0 0 0 0 0 0 0 0 
13 0 0 0 0 0 0 0 0 
15 0 0 0 0 0 0 0 0 
17 0 0 0 0 0 0 0 0 
19 0 0 0 0 0 0 0 0 
21 0 0 0 0 0 0 0 0 
23 0 0 0 0 0 0 0 0 
25 0 0 0 0 0 0 0 0 
51 0 0 0 0 0 0 0 0 
53 0 0 0 0 0 0 0 0 
55 0 0 0 0 0 0 0 0 
57 0 0 0 0 0 0 0 0 
59 0 0 0 0 0 0 0 0 
61 0 0 0 0 0 0 0 0 
63 0 0 0 0 0 0 0 0 
65 0 0 0 0 0 0 0 0 
67 0 0 0 0 0 0 0 0 
69 0 0 0 0 0 0 0 0 
71 0 0 0 0 0 0 0 0 
73 0 0 0 0 0 0 0 0 
75 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 
103 0 0 0 0 0 0 0 0 
105 0 0 0 0 0 0 0 0 
107 0 0 0 0 0 0 0 0 
109 0 0 0 0 0 0 0 0 
111 0 0 0 0 0 0 0 0 
113 0 0 0 0 0 0 0 0 
115 0 0 0 0 0 0 0 0 
117 0 0 0 0 0 0 0 0 
119 0 0 0 0 0 0 0 0 
121 0 0 0 0 0 0 0 0 
123 0 0 0 0 0 0 0 0 
125 0 0 0 0 0 0 0 0 
151 0 0 0 0 0 0 0 0 
153 0 0 0 0 0 0 0 0 
155 0 0 0 0 0 0 0 0 
157 0 0 0 0 0 0 0 0 
159 0 0 0 0 0 0 0 0 
161 0 0 0 0 0 0 0 0 
163 0 0 0 0 0 0 0 0 
165 0 0 0 0 0 0 0 0 
167 0 0 0 0 0 0 0 0 
169 0 0 0 0 0 0 0 0 
171 0 0 0 0 0 0 0 0 
173 0 0 0 0 0 0 0 0 
175 0 0 0 0 0 0 0 0 
201 0 0 0 0 0 0 0 0 
203 0 0 0 0 0 0 0 0 
205 0 0 0 0 0 0 0 0 
207 0 0 0 0 0 0 0 0 
209 0 0 0 0 0 0 0 0 
211 0 0 0 0 0 0 0 0 
213 0 0 0 0 0 0 0 0 
215 0 0 0 0 0 0 0 0 
217 0 0 0 0 0 0 0 0 
219 0 0 0 0 0 0 0 0 
221 0 0 0 0 0 0 0 0 
223 0 0 0 0 0 0 0 0 
225 0 0 0 0 0 0 0 0 
251 0 0 0 0 0 0 0 0 
253 0 0 0 0 0 0 0 0 
255 0 0 0 0 0 0 0 0 
257 0 0 0 0 0 0 0 0 
259 0 0 0 0 0 0 0 0 
261 0 0 0 0 0 0 0 0 
263 0 0 0 0 0 0 0 0 
265 0 0 0 0 0 0 0 0 
267 0 0 0 0 0 0 0 0 
269 0 0 0 0 0 0 0 0 
271 0 0 0 0 0 0 0 0 
273 0 0 0 0 0 0 0 0 
275 0 0 0 0 0 0 0 0 
301 0 0 0 0 0 0 0 0 
303 0 0 0 0 0 0 0 0 
305 0 0 0 0 0 0 0 0 
307 0 0 0 0 0 0 0 0 
309 0 0 0 0 0 0 0 0 
311 0 0 0 0 0 0 0 0 
313 0 0 0 0 0 0 0 0 
315 0 0 0 0 0 0 0 0 
317 0 0 0 0 0 0 0 0 
319 0 0 0 0 0 0 0 0 
321 0 0 0 0 0 0 0 0 
323 0 0 0 0 0 0 0 0 
325 0 0 0 0 0 0 0 0 
351 0 0 0 0 0 0 0 0 
353 0 0 0 0 0 0 0 0 
355 0 0 0 0 0 0 0 0 
357 0 0 0 0 0 0 0 0 
359 0 0 0 0 0 0 0 0 
361 0 0 0 0 0 0 0 0 
363 0 0 0 0 0 0 0 0 
365 0 0 0 0 0 0 0 0 
367 0 0 0 0 0 0 0 0 
369 0 0 0 0 0 0 0 0 
371 0 0 0 0 0 0 0 0 
373 0 0 0 0 0 0 0 0 
375 0 0 0 0 0 0 0 0 
401 0 0 0 0 0 0 0 0 
403 0 0 0 0 0 0 0 0 
405 0 0 0 0 0 0 0 0 
407 0 0 0 0 0 0 0 0 
409 0 0 0 0 0 0 0 0 
411 0 0 0 0 0 0 0 0 
413 0 0 0 0 0 0 0 0 
415 0 0 0 0 0 0 0 0 
417 0 0 0 0 0 0 0 0 
419 0 0 0 0 0 0 0 0 
421 0 0 0 0 0 0 0 0 
423 0 0 0 0 0 0 0 0 
425 0 0 0 0 0 0 0 0 
451 0 0 0 0 0 0 0 0 
453 0 0 0 0 0 0 0 0 
455 0 0 0 0 0 0 0 0 
457 0 0 0 0 0 0 0 0 
459 0 0 0 0 0 0 0 0 
461 0 0 0 0 0 0 0 0 
463 0 0 0 0 0 0 0 0 
465 0 0 0 0 0 0 0 0 
467 0 0 0 0 0 0 0 0 
469 0 0 0 0 0 0 0 0 
471 0 0 0 0 0 0 0 0 
473 0 0 0 0 0 0 0 0 
475 0 0 0 0 0 0 0 0 
501 0 0 0 0 0 0 0 0 
503 0 0 0 0 0 0 0 0 
505 0 0 0 0 0 0 0 0 
507 0 0 0 0 0 0 0 0 
509 0 0 0 0 0 0 0 0 
511 0 0 0 0 0 0 0 0 
513 0 0 0 0 0 0 0 0 
515 0 0 0 0 0 0 0 0 
517 0 0 0 0 0 0 0 0 
519 0 0 0 0 0 0 0 0 
521 0 0 0 0 0 0 0 0 
523 0 0 0 0 0 0 0 0 
525 0 0 0 0 0 0 0 0 
551 0 0 0 0 0 0 0 0 
553 0 0 0 0 0 0 0 0 
555 0 0 0 0 0 0 0 0 
